time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2026-08-18 15:19:11.501 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43599720448,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1059389744,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:20:11.506 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600384000,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1125450032, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:21:11.509 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600343040,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,5,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1147470128,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:22:11.513 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600416768,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1160053040,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:23:11.517 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600326656,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , ,1,28,617419344,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:24:11.520 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600322560,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,627905104, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:25:11.524 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600121856,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , ,1,81,552468496, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:26:11.528 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600031744,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,561905680, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:27:11.531 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600052224,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,576585744,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:28:11.534 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43599851520,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,588120080,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
